Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,app_name,id
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Battle Academy - Rommel in Normandy,287094
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Battle Academy - Fortress Metz,287095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Battle Academy - Operation Sealion,287092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Battle Academy - Operation Husky,287093
1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,FarSky,286340
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Redneck Racers,288730
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Warrior Kings,297570
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rabbit Hole 3D: Steam Edition,283660
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Depths of Fear :: Knossos,252570
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Spice Road,293960
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nostradamus: The Last Prophecy,287720
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mashed,281280
1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Vangers,264080
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Realms of the Haunting,292390
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Street Racing Syndicate,292410
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Clockwork Tales: Of Glass and Ink,284830
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Rogue Shooter: The FPS Roguelike,295770
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Brigade E5: New Jagged Union,296210
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Stardust Pack,290406
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"7,62 High Calibre",289890
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fairy Tale About Father Frost, Ivan and Nastya",289320
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,279500
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Croixleur Sigma,250640
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kovac’s Way DLC,289730
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F-15C for DCS World,250300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wing IDE 5 - Commercial Use,282240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wing IDE 5,244830
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Black Rainbow,288500
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BloodRayne Betrayal,281220
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Serious Sam Classics: Revolution,227780
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Train Simulator: BR Class 20 Loco Add-On,222628
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Into the Dark: Ultimate Trash Edition,266050
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Jet Car Stunts,274880
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Full Bore,264060
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sweezy Gunner,295730
1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,You Have to Win the Game,286100
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Outlast: Whistleblower DLC,273300
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – 311 - “Down”,294907
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Indie Graphics Bundle - Royalty Free Sprites,281900
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – 311 - “Beautiful Disaster”,294906
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – 311 - “Amber”,294905
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – 311 Song Pack,294908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Warrior Kings: Battles,299070
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Whispered World Special Edition,268540
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Back To Life 2,299100
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Descent: FreeSpace – The Great War,273600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rise of Prussia Gold,292760
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Blade Symphony,225600
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Democracy 3: Extremism,291900
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,299140
1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Fistful of Frags,265630
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coldfire Keep,296530
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Lili: Child of Geos - Complete Edition,266490
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Fantasy Grounds,252690
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chronology,269330
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Coma: Mortuary,293320
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Last Tinker™: City of Colors,260160
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Wildlife Park 3,287200
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Fantasy Grounds - C&C Castle Keeper's Guide,299300
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Gas Guzzlers Extreme: Full Metal Frenzy,277820
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Deadly Sin 2,285420
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,World of Subways 3 – London Underground Circle Line,283620
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,301240
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Mastodon - “Oblivion”,294910
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Mastodon - “Black Tongue”,294909
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Mastodon Song Pack,294912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,258652
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,294911
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Awesomenauts - Giga Sentorii Skin,256505
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,Hegemony Rome: The Rise of Caesar,227060
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreadOut,269790
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Nightmares from the Deep 2: The Siren`s Call,284790
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sudokuball Detective,288690
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreadOut Soundtrack & Manga DLC,298680
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BattleBlock Theater®,238460
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rhiannon: Curse of the Four Branches,298140
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fearless Fantasy,282100
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Qbeh-1: The Atlas Cube,252550
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Orc Attack: Flatulent Rebellion,268520
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Men of War: Assault Squad 2,244450
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vault Cracker,299170
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millionaire Manor,299180
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Putt-Putt® and Fatty Bear's Activity Pack,294720
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Putt-Putt® Travels Through Time,294670
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Graviteam Tactics: Volokonovka 1942,296450
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Agarest Zero - DLC Bundle #2,281601
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monster Challenge Circus,300910
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spy Fox 3 ""Operation Ozone""",292260
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,292800
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Freddi Fish 3: The Case of the Stolen Conch Shell,294540
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Frederic: Resurrection of Music,301190
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Them - The Summoning,300510
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Treasures of Montezuma 4,301150
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shiny The Firefly,277510
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Men of War: Assault Squad 2 - Deluxe Edition upgrade,271850
1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Rage Runner,279520
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flower Shop: Summer In Fairbrook,290990
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Dark Scavenger,293880
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pretentious Game,279540
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Transistor: Original Soundtrack,299240
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,QUALIA 3: Multi Agent Soundtrack,297150
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Toribash,248570
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,290460
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Sweet Lily Dreams,300540
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,DRAKERZ-Confrontation,266030
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,DRAKERZ-Confrontation : 12 virtual BOOSTERS,294310
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,DRAKERZ-Confrontation : 36 virtual BOOSTERS,294311
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM,292721
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paradigm Shift,299820
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Retro Game Crunch,290040
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Europa Universalis IV: Anthology of Alternate History,295220
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Crusader Kings II: Persian Portraits,292981
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ,292722
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Crusader Kings II: Persian Unit Pack,292980
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Space Hulk - Harbinger of Torment Campaign,274431
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Euro Truck Simulator 2 - Metallic Paint Jobs Pack,297790
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I Am Vegend - Zombiegeddon,302460
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Perimeter: Emperor's Testament,289240
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,White Noise Online,293860
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,A.I.M.2 Clan Wars,289180
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Killer is Dead - Nightmare Edition,261110
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,Tropico 5,245620
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GAUGE,272990
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Numba Deluxe,301700
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack,303332
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Fantasy Grounds - Basic Roleplaying (BRP) Ruleset,303331
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Frederic: Evil Strikes Back,301200
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cobi Treasure Deluxe,301690
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Fantasy Grounds - Ultimate Upgrade,300870
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Showtime!,285050
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Fantasy Grounds - Rolemaster Classic Ruleset,303330
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dracula 4 and  5 - Special Steam Edition,279560
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Europa Universalis IV: Wealth of Nations E-book,304590
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Europa Universalis IV: Trade Nations Unit Pack,279622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Expansion - Europa Universalis IV: Wealth of Nations,279620
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Europa Universalis IV: Muslim Ships Unit Pack,279621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Arma 3 DLC Bundle 1,304400
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RPG Maker VX Ace - Royal Tiles Resource Pack,291473
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Arma 3 Karts,288520
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Anomaly Defenders,294750
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CAPSULE,303940
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Where is my Heart?,244950
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Euro Truck Simulator 2 - Flip Paint Designs,301180
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Strata,286380
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,HTR+ Slot Car Simulation,288650
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Putt-Putt® Joins the Circus,294690
0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Spirited Heart Deluxe,293920
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Agarest Zero - DLC Bundle #3,281602
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,El Starter Pack 2.0,304490
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,El Adventurer Pack 2.0,304491
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Defense Zone 2,295630
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,GearCity,285110
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,The Forest,242760
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Battle Mages,302470
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,State of Decay - Lifeline,259041
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Fall,290770
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SPORT1 Live : Duel,301250
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kill Fun Yeah,301360
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,The Campaign Series: Fall Weiss,283020
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dysan the Shapeshifter,303410
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EPOCH,270510
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Eador. Masters of the Broken World - Allied Forces,303730
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Enigmatis 2: The Mists of Ravenwood,284770
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,The Happy Hereafter,306200
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300 Dwarves,301730
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Richard & Alice,279260
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Galactic Arms Race,249610
1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Nether: Resurrected,247730
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Kill The Bad Guy,293940
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BIT.TRIP FLUX,205090
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIT.TRIP FLUX Soundtrack,205093
0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Ludwig,263120
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lifeless Planet Premier Edition,261530
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Electronic Super Joy: Groove City,301460
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Railroad X,251020
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dead Bits (Soundtrack),306160
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,US Diesel Locomotives - Set 1,267680
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,US Diesel Locomotives - Set 2,275170
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Magicite,268750
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Modelset 1 - Railstation, Houses, Barn",275171
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Shadows on the Vatican Act I: Greed,286360
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Castle: Never Judge a Book by its Cover,301740
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Bill Withers - “Ain’t No Sunshine”,294929
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Roy Buchanan - “Sweet Dreams”,294930
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Munin,281750
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – James Gang - “Funk #49”,294931
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Echo of the Wilds,305780
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Reversion - The Escape (1st Chapter),270570
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Enemy Front,256190
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Smooth Operators,262900
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Infinite Game Works Episode 0,302290
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spy Chameleon - RGB Agent,297490
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Faery - Legends of Avalon,303790
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,A Wizard's Lizard,280040
0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,Bot Colony,263040
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,Xenonauts,223830
1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Stick RPG 2: Director's Cut,307640
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fancy Skulls,307090
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Canyon Capers - Rio Fever,307390
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,XenoRaptor,298280
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Mirror I,292930
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rush for Glory,303470
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Cities in Motion 2: Players Choice Vehicle Pack,306170
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Godsmack - “Awake”,294934
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Godsmack - “I Stand Alone”,294936
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Godsmack - “Cryin’ Like a Bitch”,294935
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rocksmith® 2014 – Godsmack - “Love-Hate-Sex-Pain”,294937
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Heroes Rise: The Hero Project,304290
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Fantasy Grounds - 3.5E/PFRPG 1 on 1 Adventure #3 The Forbidden Hills,308140
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Beyond Space Remastered Edition,297100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Few,300320
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GP20 Burlington Northern Add-on Livery,222570
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Pro Cycling Manager 2014,255260
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Bling Pack,295430
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Astronaut Special Character,295437
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Spectrum Pack,295436
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Heavy Metal Pack,295434
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Koi Pack,295433
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Fitness Pack,295432
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Extinction Pack,295431
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"""Precisely Calibrated Stringstick"" Bow",308162
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call of Duty®: Ghosts - Unicorn Pack,295435
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"""Unstable Anomaly"" Sword",308161
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"""Toy Knife"" Dagger",308160
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"""Lethargic Sentience"" Wand",308164
1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,"""Barely Attuned Magic Thingy"" Staff",308163
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,RIFT: Upgrade Bundle Pack,310260
