user_id,items_count,price,porcentaje_recomendaciones_true
76561198061504510,48,344.8,100.0
76561198061504928,34,329.87,
76561198061505714,106,834.55,
76561198061506904,28,216.84,
76561198061508137,105,161.85999999999999,100.0
76561198061508472,28,37.97,
76561198061509352,146,1364.12,
76561198061512317,49,222.78,
76561198061516128,4,29.979999999999997,
76561198061516951,17,100.86,100.0
76561198061523132,33,148.91,0.0
76561198061525172,39,287.78,100.0
76561198061525250,3,19.99,
76561198061526671,34,188.85999999999999,
76561198061529439,26,142.9,100.0
76561198061529852,43,57.83,
76561198061531541,7,0.0,
76561198061532309,32,334.86,
76561198061532474,82,751.58,
76561198061533143,204,1077.3,
76561198061533792,9,68.94,
76561198061535381,73,757.6,100.0
76561198061539628,29,127.92999999999999,100.0
76561198061543340,38,337.86,
76561198061543472,151,1301.31,
76561198061544141,80,429.71,
76561198061544246,50,429.74,
76561198061546046,69,367.67,100.0
76561198061547085,238,1287.07,100.0
76561198061548698,5,39.97,
76561198061549635,6,19.99,
76561198061550514,108,746.48,
76561198061551271,43,87.94,
76561198061551741,7,64.96,
76561198061552868,25,65.95,100.0
76561198061554132,36,184.88,
76561198061556628,13,44.97,
76561198061556825,30,57.92,100.0
76561198061556863,93,823.64,100.0
76561198061557213,14,164.95000000000002,
76561198061557684,13,129.92,
76561198061557762,129,732.4499999999999,100.0
76561198061558304,44,418.71000000000004,
76561198061559337,32,103.85,
76561198061559559,75,594.58,50.0
76561198061559606,2,0.0,
76561198061564521,55,422.7,
76561198061566214,54,345.82,
76561198061567619,37,334.79999999999995,100.0
76561198061570298,46,347.8,
76561198061571382,64,441.81,100.0
76561198061573286,2,0.0,
76561198061574008,28,164.9,
76561198061575266,72,415.76,100.0
76561198061576807,136,1090.19,
76561198061579283,247,1798.94,
76561198061580115,39,234.86,
76561198061582371,85,659.55,
76561198061587560,1,9.99,
76561198061592655,63,473.76,
76561198061600791,13,79.94,
76561198061601793,15,64.95,
76561198061604395,101,810.49,
76561198061604655,10,64.96,
76561198061607424,14,29.98,
76561198061608453,27,144.92,
76561198061608777,22,44.96,
76561198061610437,38,194.88,
76561198061611219,34,328.78,100.0
76561198061611568,50,480.73,
76561198061612485,9,44.97,
76561198061613528,5,34.98,
76561198061617558,12,0.0,
76561198061618506,88,341.77,100.0
76561198061623492,113,1069.25,
76561198061627898,6,0.0,
76561198061632434,59,312.8,
76561198061634560,9,60.93,
76561198061635217,11,0.0,
76561198061635675,51,308.82,
76561198061635784,16,117.9,
76561198061638149,9,34.98,
76561198061638629,47,242.87,
76561198061639357,84,835.5699999999999,100.0
76561198061639923,36,188.85999999999999,
76561198061641157,63,488.7,
76561198061641477,3,0.0,
76561198061642890,72,512.64,
76561198061643437,2,6.99,
76561198061644791,33,162.88,
76561198061645391,11,0.0,
76561198061648547,7,44.96,
76561198061650250,94,762.9399999999999,100.0
76561198061650490,83,455.71,100.0
76561198061650815,89,675.54,100.0
76561198061652444,80,725.57,
76561198061652531,52,641.75,80.0
76561198061654030,9,24.98,
76561198061654205,37,234.87,50.0
76561198061657085,36,177.93,
76561198061657991,45,141.9,100.0
76561198061658057,84,858.47,
76561198061658396,24,54.959999999999994,
76561198061663176,94,786.58,100.0
76561198061669101,64,475.67,
76561198061669856,11,0.0,
76561198061670521,14,39.97,
76561198061671823,13,54.96,
76561198061672663,20,19.99,
76561198061672800,31,200.82,
76561198061673869,4,19.99,
76561198061675176,53,310.8,
76561198061678387,21,196.84,
76561198061679549,84,785.62,100.0
76561198061680696,2,0.0,
76561198061680987,24,134.9,
76561198061681728,46,114.92,100.0
76561198061681800,53,360.81,
76561198061683006,102,923.51,100.0
76561198061683278,28,170.87,
76561198061684187,34,109.96000000000001,
76561198061687154,13,29.98,
76561198061688064,20,147.92000000000002,
76561198061688351,31,230.85999999999999,
76561198061690682,39,255.87,
76561198061691718,47,383.77,
76561198061692600,20,59.96,
76561198061692870,4,0.0,
76561198061694419,15,0.0,
76561198061695892,73,728.55,100.0
76561198061696222,9,24.98,
76561198061696330,24,124.91,
76561198061701442,4,9.99,
76561198061702706,4,29.97,
76561198061705846,7,59.97,
76561198061705911,7,69.97,
76561198061706938,18,94.96000000000001,
76561198061707412,212,1501.02,
76561198061708625,17,14.99,
76561198061712817,34,24.979999999999997,
76561198061716509,18,181.9,
76561198061718167,15,4.99,
76561198061718607,44,19.98,
76561198061722330,5,34.98,
76561198061722932,80,497.76,100.0
76561198061723231,260,2233.84,
76561198061723814,6,4.99,
76561198061725043,3,0.0,
76561198061726069,103,618.52,
76561198061726542,24,39.97,
76561198061728848,17,64.96000000000001,
76561198061729845,20,124.93,
76561198061730245,60,219.82999999999998,100.0
76561198061730301,33,309.86,
76561198061730629,87,581.62,100.0
76561198061733989,8,29.979999999999997,
76561198061734561,82,387.71999999999997,100.0
76561198061736113,25,94.92,
76561198061738634,61,271.82,100.0
76561198061739292,6,19.99,
76561198061741370,259,2337.64,100.0
76561198061742151,32,185.88,
76561198061743678,11,64.96,
76561198061745619,30,304.88,
76561198061747245,9,14.99,
76561198061748090,98,749.56,0.0
76561198061749731,34,184.88,100.0
76561198061752173,118,776.54,83.33333333333334
76561198061757134,97,711.55,100.0
76561198061757283,8,14.99,
76561198061759775,51,235.85,90.0
76561198061760543,8,44.97,
76561198061763194,4,39.97,
76561198061764106,11,59.95,
76561198061768655,45,251.79,
76561198061768748,18,182.85999999999999,
76561198061769804,40,104.91,
76561198061771471,3,44.97,
76561198061771939,23,44.97,
76561198061772450,26,99.41,
76561198061773147,51,44.97,100.0
76561198061775209,42,134.91,100.0
76561198061777437,33,265.85,
76561198061780141,87,486.65,
76561198061782986,115,994.39,
76561198061783922,56,299.82,
76561198061784934,127,1418.25,
76561198061785823,8,39.98,
76561198061790462,19,164.93,
76561198061790693,136,985.37,
76561198061791321,2,0.0,
76561198061792391,65,177.89,100.0
76561198061794492,22,169.9,100.0
76561198061795146,85,464.69,100.0
76561198061795542,48,229.7,
76561198061796524,75,391.64,50.0
76561198061797422,104,740.4499999999999,100.0
76561198061797885,28,229.92000000000002,
76561198061798576,17,44.98,
76561198061800268,26,41.97,100.0
76561198061801096,5,9.99,
76561198061803718,49,258.37,100.0
76561198061804339,6,59.95,
76561198061805148,52,345.8,100.0
76561198061805895,50,393.84,100.0
76561198061806516,20,69.96,
76561198061807844,1,0.0,
76561198061808307,126,632.61,
76561198061809989,16,132.92,
76561198061812497,7,14.99,
76561198061812704,8,29.97,
76561198061814216,2,29.979999999999997,
76561198061818198,21,154.9,100.0
7656119806181852,26,109.91999999999999,66.66666666666666
76561198061818716,16,149.92000000000002,100.0
76561198061819812,55,289.8,
76561198061820192,232,1774.86,80.0
76561198061821088,4,44.97,
76561198061821406,6,34.98,
76561198061821510,12,79.96000000000001,
76561198061822213,9,54.96,
76561198061822230,28,182.9,
76561198061828206,40,209.87,
76561198061829408,2,29.979999999999997,
76561198061830017,19,89.96000000000001,
76561198061830226,86,499.71,50.0
76561198061830331,82,485.7,
76561198061832950,35,199.89,100.0
76561198061834028,63,492.71999999999997,
76561198061834064,119,742.31,83.33333333333334
76561198061835484,12,19.98,
76561198061835817,15,19.98,
76561198061836100,118,758.52,
76561198061837170,256,1474.81,
76561198061837772,20,19.99,
76561198061838369,43,408.8,
76561198061839715,63,416.79,
76561198061840648,21,39.97,
76561198061841270,8,0.0,
76561198061846123,44,295.8,
76561198061846218,14,54.97,100.0
76561198061846734,9,0.0,
76561198061847175,152,1032.26,100.0
76561198061850349,10,24.98,
76561198061851487,196,1473.16,100.0
76561198061857771,123,880.5,28.57142857142857
76561198061858672,47,67.93,
76561198061859859,53,105.91,100.0
76561198061861251,78,415.74,100.0
76561198061862367,27,291.8,
76561198061864246,42,255.8,
76561198061865109,23,11.98,
76561198061865729,57,565.67,
76561198061865945,22,9.99,
76561198061866558,33,127.92,
76561198061867856,63,603.64,
76561198061868754,68,611.69,
76561198061871257,33,14.99,
76561198061875109,7,54.96,
76561198061875140,257,2195.47,100.0
76561198061875393,182,1688.05,
76561198061877131,7,54.96,
76561198061877289,2,19.99,
76561198061878375,46,350.77,
76561198061879075,20,24.98,
76561198061879116,175,1577.76,
76561198061879362,36,100.92999999999999,
76561198061879489,16,74.96,
76561198061880504,42,207.86,100.0
76561198061882668,33,145.89,
76561198061883476,73,377.84999999999997,
76561198061887229,7,24.98,
76561198061889319,7,0.0,
76561198061889880,5,19.99,
76561198061891260,75,758.61,
76561198061891621,6,64.96000000000001,
76561198061893332,57,385.8,100.0
76561198061894212,1,0.0,
76561198061894340,31,226.82999999999998,100.0
76561198061894861,13,54.96,
76561198061895767,79,864.5,
76561198061897574,85,596.54,
76561198061903486,3,24.98,
76561198061903823,12,109.93,
76561198061904060,29,184.9,
76561198061904130,118,549.5,100.0
76561198061904168,12,85.94,
76561198061904610,68,593.83,
76561198061905144,60,432.8,
76561198061905406,14,94.94,
76561198061905521,36,155.88,100.0
76561198061909456,21,39.96,
76561198061910506,2,0.0,100.0
76561198061910554,8,60.93,
76561198061915420,8,84.92999999999999,
76561198061916756,101,892.39,
76561198061917277,40,242.82,
76561198061919201,42,457.78,
76561198061921235,286,2678.07,
76561198061922261,12,24.98,
76561198061925576,13,44.97,
76561198061925591,34,180.89,
76561198061931539,3,32.98,
76561198061932282,32,134.91,
76561198061936257,36,288.82,
76561198061936273,3,19.99,
76561198061938987,18,44.97,
76561198061939531,40,330.82,
76561198061944685,4,39.97,
76561198061950314,30,208.88,100.0
76561198061952215,35,235.85,
76561198061953677,141,1111.16,
76561198061955040,1,9.99,
76561198061957590,18,224.94000000000003,
76561198061957830,121,909.37,
76561198061959694,7,29.979999999999997,
76561198061960926,3,14.99,
76561198061962131,28,129.9,
76561198061962556,43,284.75,
76561198061962799,92,393.7,
76561198061964638,151,1689.11,
76561198061964737,62,209.84,
76561198061968112,24,69.95,
76561198061971210,97,1046.4099999999999,100.0
76561198061971364,4,34.98,
76561198061972253,58,304.78000000000003,100.0
76561198061975204,10,63.95,
76561198061975439,14,14.99,
76561198061976252,29,74.93,100.0
76561198061976848,3,9.99,
76561198061977789,160,1339.06,100.0
76561198061978018,2,0.0,
76561198061979790,10,4.99,
76561198061980365,7,9.99,
76561198061980653,74,610.7,
76561198061981193,75,554.68,100.0
76561198061983503,67,326.73,
76561198061983737,65,647.64,
76561198061985171,18,217.85,
76561198061986132,8,44.980000000000004,
76561198061987145,46,222.89,
76561198061990647,3,9.99,
76561198061993757,16,78.95,100.0
76561198061995365,11,0.0,
76561198061996985,47,436.8,
76561198062000997,25,132.91,
76561198062001078,15,274.91,
76561198062002959,146,1050.41,100.0
76561198062005261,19,19.99,100.0
76561198062008042,11,49.97,
76561198062009047,18,139.94,
76561198062009282,41,294.77,100.0
76561198062017038,10,68.94,
76561198062017158,42,217.8,100.0
76561198062018733,67,462.7,100.0
76561198062019256,25,94.96000000000001,
76561198062021222,41,254.85,
76561198062026716,30,217.82999999999998,
76561198062028172,25,152.92000000000002,
76561198062031710,10,0.0,
76561198062033570,9,34.98,
76561198062033817,58,360.76,
76561198062034676,9,14.99,100.0
76561198062034910,145,1150.35,100.0
76561198062036370,54,313.8,100.0
76561198062036566,49,329.74,
76561198062039159,164,1902.32,100.0
76561198062039624,106,947.47,100.0
76561198062042286,50,118.86,
76561198062042547,32,329.84,100.0
76561198062049060,28,203.86,
76561198062049615,11,74.98,
76561198062050249,22,70.91,
76561198062053812,39,200.84,
76561198062057921,77,549.6,
76561198062058905,35,135.89,
76561198062060401,25,159.91,
76561198062063439,65,445.73,
76561198062063737,7,39.97,
76561198062064137,14,64.94999999999999,100.0
76561198062070795,8,44.97,
76561198062071932,45,250.82999999999998,100.0
76561198062072163,67,497.79,
76561198062084364,4,19.99,
76561198062085357,22,157.87,100.0
76561198062087254,4,14.98,
76561198062088826,42,300.87,100.0
76561198062089969,40,275.8,
76561198062091094,31,175.88,
76561198062091405,58,507.71,100.0
76561198062091499,14,149.92000000000002,
76561198062092084,26,54.96,100.0
76561198062092163,222,1912.76,50.0
76561198062092839,60,465.7,
76561198062093339,20,119.95,
76561198062093693,32,182.82999999999998,100.0
76561198062095122,13,48.95,100.0
76561198062096273,14,44.97,
76561198062097459,78,696.66,
76561198062098036,44,153.82999999999998,
76561198062098692,16,124.92,
76561198062099331,62,444.71,
76561198062101719,7,44.97,
76561198062102182,9,59.96,
76561198062102483,55,420.78,
76561198062102974,33,219.85999999999999,
76561198062103239,13,134.92,
76561198062105950,98,406.03999999999996,
76561198062110429,74,761.64,100.0
76561198062114029,32,268.78,
76561198062114371,20,34.97,
76561198062114643,159,962.26,
76561198062114997,10,19.98,
76561198062115677,37,141.89,100.0
76561198062118847,3,4.99,
76561198062120246,13,147.92000000000002,100.0
76561198062121547,110,976.36,100.0
76561198062122045,21,39.97,
76561198062125305,45,227.75,100.0
76561198062128993,63,414.67,
76561198062131528,60,233.82,
76561198062133082,71,422.64,
76561198062136873,52,509.73,
76561198062137247,70,326.76,100.0
76561198062139862,55,479.77,100.0
76561198062140925,12,100.93,
76561198062147736,145,628.53,50.0
76561198062150407,66,502.8,
76561198062151124,81,543.61,
76561198062152476,26,144.93,
76561198062152956,66,599.6,
76561198062153135,104,252.84,
76561198062158594,3,0.0,
76561198062159787,7,54.97,
76561198062160824,51,329.8,
76561198062161301,13,142.92000000000002,
76561198062162627,52,545.69,
76561198062164783,112,739.35,100.0
76561198062166031,12,0.0,
76561198062166657,9,77.94999999999999,
76561198062167267,74,456.7,
76561198062168167,8,9.99,
76561198062172940,8,81.93,
76561198062173376,31,9.99,
76561198062173905,36,289.81,
76561198062174028,26,359.8,
76561198062177156,89,473.68,100.0
76561198062177807,2,19.99,
76561198062179535,36,149.82999999999998,
76561198062179605,2,19.99,
76561198062180149,11,14.99,
76561198062180186,9,39.98,
76561198062180531,47,440.75,
76561198062180678,105,636.49,
76561198062180901,47,196.84,
76561198062181105,64,281.73,
76561198062181754,13,94.94,
76561198062183529,45,226.82,100.0
76561198062185026,139,472.74,100.0
76561198062187906,12,44.96,
76561198062189283,132,1045.27,
76561198062189433,31,164.87,
76561198062193315,30,149.92999999999998,100.0
76561198062196434,162,1505.1499999999999,
76561198062199495,75,620.71,100.0
76561198062200661,11,84.94,
76561198062201061,14,164.92,
76561198062201322,14,84.93,
76561198062202574,24,130.88,
76561198062204462,36,224.85,
76561198062206091,183,1553.98,100.0
76561198062206278,153,1017.41,
76561198062206493,30,100.89999999999999,100.0
76561198062210602,6,14.98,
76561198062210635,4,19.99,
76561198062210788,87,199.87,
76561198062213311,6,49.97,
76561198062214332,83,570.62,100.0
76561198062214459,213,1416.01,100.0
76561198062214509,3,24.98,
76561198062215077,9,87.94,
76561198062218641,36,299.79,
76561198062219899,2,29.979999999999997,
76561198062223344,22,146.86,
76561198062223356,23,192.85,
76561198062224629,27,94.92999999999999,
76561198062224748,15,64.97,
76561198062225265,1,9.99,
76561198062225911,8,0.0,
76561198062230377,261,2135.47,100.0
76561198062231934,56,613.56,
76561198062232258,95,1149.45,
76561198062232549,149,1151.23,
76561198062235170,68,253.81,
76561198062238127,71,654.46,
76561198062238249,131,976.21,
76561198062239284,48,49.97,
76561198062241538,7,29.979999999999997,
76561198062243218,25,179.81,
76561198062243753,56,218.8,100.0
76561198062244065,20,100.91,100.0
76561198062248628,4,9.99,
76561198062249515,62,371.69,100.0
76561198062253611,32,197.87,
76561198062260531,4,0.99,
76561198062264528,71,515.75,
76561198062267211,9,29.98,
76561198062267425,19,207.88,
76561198062267901,86,560.63,100.0
76561198062268488,13,99.95,
76561198062268518,27,292.88,
76561198062268645,194,1311.0,
76561198062271200,72,612.61,100.0
76561198062271952,58,537.64,100.0
76561198062275390,171,1463.17,
76561198062276935,185,1320.74,66.66666666666666
76561198062277292,47,138.86,
76561198062278911,34,229.87,100.0
76561198062279725,10,29.979999999999997,0.0
76561198062282416,49,306.84999999999997,83.33333333333334
76561198062284504,1,0.0,
76561198062288797,48,161.89,100.0
76561198062291025,1,9.99,
76561198062295436,51,334.76,
76561198062295676,56,303.81,100.0
76561198062298425,59,403.78,50.0
76561198062298758,34,74.95,
76561198062299453,65,365.71999999999997,100.0
76561198062300914,75,584.71,
76561198062303177,98,499.62,100.0
76561198062303328,62,333.73,100.0
76561198062311807,180,1006.38,
76561198062312012,1,0.0,
76561198062312276,12,49.96,
76561198062315054,229,1911.84,
76561198062315156,26,95.89,
76561198062318197,3,9.99,
76561198062318949,36,238.82999999999998,
76561198062319930,5,32.98,
76561198062325995,9,37.96,100.0
76561198062326686,168,1298.16,
76561198062326873,234,1830.68,
76561198062327886,57,147.93,
76561198062328445,151,1326.59,
76561198062328817,19,187.88,
76561198062331003,18,281.71999999999997,100.0
76561198062336719,13,54.96,
76561198062336903,57,315.75,100.0
76561198062337336,36,179.89,
76561198062346526,52,368.82,
76561198062346660,10,72.94,
76561198062351501,14,14.99,
76561198062351620,12,79.94,
76561198062352504,2,9.99,
76561198062358633,45,383.78,
76561198062359337,170,1399.2,
76561198062360504,41,375.81,
76561198062364056,26,194.88,
76561198062367788,11,59.95,
76561198062369048,98,886.43,
76561198062370319,23,38.96,
76561198062372223,62,169.88,66.66666666666666
76561198062374715,134,576.42,60.0
76561198062375205,131,659.73,
76561198062376875,75,629.59,
76561198062377616,22,89.96000000000001,
76561198062378018,34,222.84,
76561198062378132,31,212.88,100.0
76561198062379530,26,263.89,
76561198062379753,127,932.87,80.0
76561198062379876,26,132.91,
76561198062384918,5,29.979999999999997,
76561198062385314,139,1022.3399999999999,40.0
76561198062387277,260,2726.33,
76561198062390234,8,29.979999999999997,
76561198062393433,3,34.98,
76561198062396491,70,649.62,66.66666666666666
76561198062398182,5,24.979999999999997,
76561198062399122,11,84.97,
76561198062400008,15,60.95,
76561198062402258,87,370.78,
76561198062403736,118,706.54,100.0
76561198062405478,73,208.81,
76561198062406902,113,949.33,100.0
76561198062407282,9,74.95,
76561198062411680,35,273.87,100.0
76561198062412699,133,819.43,100.0
76561198062413017,82,809.59,
76561198062413500,41,198.86,
76561198062414147,45,109.91,
76561198062417966,140,793.6,80.0
76561198062421790,8,19.98,
76561198062421868,11,54.97,100.0
76561198062422084,83,627.66,
76561198062422965,20,14.99,100.0
76561198062424111,40,270.86,
76561198062425414,4,54.980000000000004,
76561198062425854,128,1384.32,100.0
76561198062426495,20,84.95,
76561198062428791,2,29.99,
76561198062432506,26,204.85999999999999,
76561198062432896,51,297.76,
76561198062438552,15,55.95,
76561198062440911,70,601.65,
76561198062441635,78,421.68,
76561198062444222,5,74.97,
76561198062444474,10,0.0,
76561198062445453,22,119.92,
76561198062447997,35,373.84000000000003,100.0
76561198062448638,88,489.65999999999997,100.0
76561198062450095,75,560.75,100.0
76561198062451247,55,330.71999999999997,
76561198062454216,141,1152.28,100.0
76561198062458537,3,14.99,
76561198062459887,87,517.52,100.0
76561198062462133,25,101.91999999999999,
76561198062462754,1,9.99,
76561198062466072,7,64.96000000000001,
76561198062469060,17,99.92999999999999,
76561198062470849,167,1019.21,
76561198062474147,18,55.94,
76561198062476345,11,34.97,
76561198062481575,50,65.86,
76561198062482877,6,9.99,
76561198062483818,62,350.77,
76561198062484829,67,465.74,100.0
76561198062485402,18,26.96,
76561198062488253,31,159.91,
76561198062489001,19,144.92,100.0
76561198062489285,164,1481.07,100.0
76561198062489902,29,87.94,
76561198062490293,195,1469.85,100.0
76561198062491327,136,1345.33,100.0
76561198062491543,181,1205.1299999999999,100.0
76561198062494118,52,499.74,
76561198062494803,4,39.97,
76561198062495343,14,84.95,
76561198062495695,13,127.92,
76561198062496453,12,84.96000000000001,100.0
76561198062498158,99,698.49,100.0
76561198062499841,94,753.5699999999999,
76561198062500584,175,1493.08,
76561198062500880,121,649.54,
76561198062501541,19,114.91,
76561198062501582,99,905.31,
76561198062502144,33,0.0,
76561198062502343,11,4.99,
76561198062502423,34,212.89,100.0
76561198062503198,3,14.98,
76561198062503270,15,144.9,
76561198062503322,7,94.96000000000001,
76561198062504314,4,44.98,
76561198062504700,81,129.93,
76561198062505303,51,457.81,
76561198062507312,33,212.84,
76561198062509538,31,367.85,
76561198062509788,28,185.87,
76561198062510835,60,278.61,100.0
76561198062511043,55,275.79,
76561198062511237,30,163.87,100.0
76561198062511894,37,239.81,
76561198062512024,27,23.96,
76561198062513374,43,367.84,
76561198062515601,11,9.99,
76561198062515608,12,134.94,
76561198062516378,94,908.5799999999999,100.0
76561198062517026,6,44.97,
76561198062517461,10,174.95,
76561198062524133,74,388.75,100.0
76561198062528742,28,74.95,
76561198062529480,3,19.99,
76561198062529825,55,206.83,
76561198062530275,23,279.84,
76561198062533699,92,756.5,50.0
76561198062536690,30,125.91,
76561198062536781,19,14.99,100.0
76561198062537635,207,1840.97,100.0
76561198062537712,2,19.99,
76561198062541218,1,14.99,
76561198062544523,98,499.6,20.0
76561198062544774,3,14.99,
76561198062545305,71,554.78,
76561198062545998,56,415.72999999999996,
76561198062546042,29,53.96,
76561198062547938,2,9.99,
76561198062552733,114,682.48,
76561198062553474,131,711.38,66.66666666666666
76561198062556071,56,352.77,100.0
76561198062558066,48,393.82,100.0
76561198062566429,213,1289.2,100.0
76561198062567880,28,186.87,
76561198062569440,18,262.92,
76561198062569517,58,432.81,100.0
76561198062569555,7,49.97,
76561198062577073,164,244.64000000000001,100.0
76561198062577557,101,512.65,100.0
76561198062577691,7,44.97,
76561198062583274,61,291.76,
76561198062584848,15,95.92999999999999,
76561198062586315,51,359.8,
76561198062586581,16,99.94,100.0
76561198062587165,4,0.0,
76561198062595804,86,216.89,100.0
76561198062597659,13,0.0,100.0
76561198062598752,11,84.94,100.0
76561198062602727,14,98.91,
76561198062605873,5,0.0,
76561198062606487,98,728.61,
76561198062608312,81,541.71,
76561198062609553,4,32.98,
76561198062609898,40,323.77,
76561198062616796,100,343.77,
76561198062617626,35,183.87,
76561198062621153,15,69.97,
76561198062621784,29,192.85,
76561198062625286,39,309.69,100.0
76561198062627380,55,387.83,
76561198062628083,135,1331.39,50.0
76561198062630071,91,473.67,
76561198062630395,209,1622.72,
76561198062630453,32,94.97,
76561198062630600,55,229.85,100.0
76561198062630916,3,44.98,
76561198062633972,141,885.31,
76561198062639809,40,274.82,
76561198062640926,18,34.98,
76561198062642281,16,49.96,
76561198062643362,2,19.99,
76561198062643916,4,0.0,
76561198062644326,35,161.91,
76561198062645049,26,213.88,100.0
76561198062646700,46,205.84,100.0
76561198062649374,36,227.87,
76561198062649674,13,45.959999999999994,
76561198062649995,106,565.5799999999999,
76561198062650200,70,427.65,100.0
76561198062654754,76,519.74,
76561198062655976,7,19.99,
76561198062657310,15,164.92,
76561198062661228,20,60.92,
76561198062662437,15,137.93,
76561198062662956,31,207.87,
76561198062665871,30,202.87,
76561198062668963,2,19.99,
76561198062676115,30,123.92,100.0
76561198062678482,45,298.77,
76561198062682247,68,279.75,
76561198062682631,1,9.99,
76561198062684463,1,4.99,
76561198062684512,121,530.74,
76561198062684786,27,86.87,
76561198062686627,207,1526.8,100.0
76561198062690180,69,180.87,
76561198062691441,3,14.98,
76561198062692959,18,152.9,100.0
76561198062697459,28,254.85,
76561198062698488,86,638.02,
76561198062699715,83,764.47,
7656119806270,16,72.93,100.0
76561198062700350,129,719.36,
76561198062700998,137,929.41,
76561198062701118,3,9.99,
76561198062701680,49,489.82,100.0
76561198062703321,8,60.94,
76561198062705313,73,492.72,
76561198062706844,20,154.87,
76561198062714868,3,19.99,
76561198062718030,69,729.64,50.0
76561198062720190,13,0.0,
76561198062723896,83,564.65,
76561198062725467,29,19.98,100.0
76561198062726125,31,59.94,
76561198062726897,48,366.78999999999996,
76561198062728015,34,253.85,
76561198062728303,43,220.8,
76561198062731103,16,134.93,
76561198062731795,58,700.65,100.0
76561198062732040,27,172.88,
76561198062733233,83,581.7,100.0
76561198062736845,32,114.92999999999999,
76561198062737007,12,19.99,
76561198062737330,31,54.96,
76561198062738297,6,0.0,
76561198062738682,16,92.92,
76561198062750393,18,0.0,
76561198062752817,10,24.98,
76561198062753399,51,527.8,
76561198062754111,12,67.96,
76561198062754645,6,24.98,
76561198062763464,2,14.99,
76561198062763711,11,74.95,
76561198062764874,37,39.97,
76561198062766336,10,54.97,
76561198062767893,114,656.54,
76561198062768975,41,325.81,
76561198062770980,6,0.0,100.0
76561198062775228,68,340.71,
76561198062775378,114,894.36,
76561198062780572,59,440.67,
76561198062784640,12,55.959999999999994,
76561198062785129,66,321.77,100.0
76561198062787166,38,216.85,100.0
76561198062791115,27,99.95,
76561198062806259,33,227.85,
76561198062807782,21,79.94999999999999,
76561198062809433,36,192.89,
76561198062810583,32,160.85,100.0
76561198062813091,191,1518.92,
76561198062813372,32,171.89,
76561198062813897,44,274.77,100.0
76561198062814193,56,425.78,
76561198062816128,58,384.17,100.0
76561198062821859,13,57.96,
76561198062823404,9,104.91,
76561198062823789,4,54.97,
76561198062834671,7,9.99,
76561198062836651,6,19.99,
76561198062837976,14,79.94,
76561198062839654,33,309.85,
76561198062841508,26,174.89,
76561198062842605,48,102.91,100.0
76561198062849075,6,14.99,
76561198062849471,45,340.76,
76561198062853201,40,299.88,0.0
76561198062855815,19,104.92999999999999,
76561198062856340,5,29.979999999999997,
76561198062858633,10,80.92,
76561198062861561,25,124.93,
76561198062866816,33,235.88,
76561198062870645,103,862.45,
76561198062876401,153,1235.03,
76561198062876540,41,327.77,
76561198062879911,117,887.42,
76561198062880848,82,604.72,100.0
76561198062883260,6,54.97,
76561198062883645,185,1260.24,
76561198062884389,146,1276.29,
76561198062887277,4,0.0,
76561198062889343,18,54.96,100.0
76561198062891102,4,29.98,100.0
76561198062894390,32,195.85999999999999,
76561198062897892,33,99.93,
76561198062899990,69,591.67,
76561198062900902,6,44.96,
76561198062901456,29,189.87,
76561198062901659,1,9.99,
76561198062903179,15,29.979999999999997,
76561198062907185,9,72.95,
76561198062907711,7,57.95,
76561198062914119,5,29.979999999999997,
76561198062914222,24,152.88,100.0
76561198062915082,32,0.0,100.0
76561198062917394,20,91.94,
76561198062918518,122,970.41,100.0
76561198062922735,9,137.92000000000002,
76561198062924967,101,567.95,100.0
76561198062925346,104,1717.25,
76561198062928709,4,9.99,
76561198062931949,41,100.91,
76561198062935320,37,411.77,
76561198062936111,8,4.99,100.0
76561198062937710,2,7.99,
76561198062938975,19,47.97,
76561198062939522,13,25.97,
76561198062947047,47,261.81,
76561198062949415,44,390.78,
76561198062950020,85,763.5699999999999,
76561198062950848,24,14.99,
76561198062957971,3,19.99,
76561198062958906,21,197.89,
76561198062960634,8,49.96,
76561198062965177,28,299.86,
76561198062967154,44,65.92,
76561198062969549,22,150.88,
76561198062971818,15,127.91,
76561198062974076,17,24.98,
76561198062979235,117,848.33,
76561198062982012,3,24.98,
76561198062985195,20,24.98,
76561198062986358,283,1512.93,
76561198062987149,88,691.02,100.0
76561198062988175,67,371.71999999999997,100.0
76561198062990133,133,1299.3,100.0
76561198062991223,19,65.95,
76561198062993482,173,1329.91,100.0
76561198062994346,31,155.91,
76561198062996827,45,252.82999999999998,
76561198062998915,14,94.95,
76561198063000481,59,539.6999999999999,87.5
76561198063000695,110,804.47,100.0
76561198063004047,125,758.5,
76561198063004168,14,104.96000000000001,
76561198063004799,90,490.65,
76561198063005019,127,637.51,100.0
76561198063005716,40,379.79,
76561198063007524,23,39.97,
76561198063010166,9,54.97,
76561198063011716,4,34.97,
76561198063013209,27,255.76,
76561198063015551,15,0.0,
76561198063016498,154,973.38,100.0
76561198063017014,6,39.97,
76561198063019210,4,32.98,
76561198063020827,26,149.89,
76561198063029136,2,9.99,
76561198063034003,10,42.97,
76561198063034787,18,44.97,
76561198063035640,15,54.96,
76561198063036360,38,217.91,100.0
76561198063037753,44,313.81,
76561198063038586,59,532.7,
76561198063040190,10,52.96,
